userid,logins_m_1,logins_m_2,logins_m_3,logins_m_4,logins_m_5,logins_m_6,logins_m_7,touserid,kudos_t_m_1,kudos_t_m_2,kudos_t_m_3,kudos_t_m_4,kudos_t_m_5,kudos_t_m_6,kudos_t_m_7,fromuserid,kudos_f_m_1,kudos_f_m_2,kudos_f_m_3,kudos_f_m_4,kudos_f_m_5,kudos_f_m_6,kudos_f_m_7,userid_0,kpi_m_1,kpi_m_2,kpi_m_3,kpi_m_4,kpi_m_5,kpi_m_6,kpi_m_7,userid_1,lrn_m_1,lrn_m_2,lrn_m_3,lrn_m_4,lrn_m_5,lrn_m_6,lrn_m_7,userid_2,lrn_t_m_1,lrn_t_m_2,lrn_t_m_3,lrn_t_m_4,lrn_t_m_5,lrn_t_m_6,lrn_t_m_7
15002,132,200,172,224,167,197,151,15002,1,,,,,,,,,,,,,,,15002,27,37,35,35,31,33,31,15002,25.000,25.000,29.000,15.000,,22.857,5.000,15002,2,1,9,5,,8,16
11765,59,24,49,35,59,81,157,11765,4,,,,,,,,,,,,,,,11765,24,14,21,17,10,19,34,11765,,21.666,,18.333,18.000,21.428,10.000,11765,,5,,7,6,14,1
22834,105,188,37,38,10,7,24,22834,1,,,,,,,,,,,,,,,22834,26,40,23,18,14,14,17,22834,25.000,,20.000,65.000,25.000,,17.500,22834,2,,8,4,2,,10
23561,73,,,,,,,,,,,,,,,,,,,,,,,23561,4,,0,0,,,,23561,5.555,,,,,,,23561,14,,,,,,
11812,,,17,13,,,,,,,,,,,,,,,,,,,,11812,0,0,0,0,0,0,0,11812,,,,40.000,,,,11812,,,,3,,,
14845,120,84,80,126,97,179,83,14845,,,1,,,7,,14845,3,,,,,,,14845,30,25,31,21,19,28,21,14845,,,,22.500,24.000,26.666,,14845,,,,14,15,7,
7786,93,99,157,87,73,139,197,7786,,,,,,,1,,,,,,,,,7786,17,17,20,19,11,18,18,7786,22.000,,,,,,,7786,3,,,,,,
15400,210,304,418,185,166,156,276,15400,,,,,,,1,,,,,,,,,15400,17,18,19,11,18,15,17,15400,,,25.000,40.000,,26.250,22.500,15400,,,2,15,,6,17
23450,164,74,55,56,146,28,74,,,,,,,,,,,,,,,,,23450,34,17,29,18,30,7,23,23450,,25.000,,,,,,23450,,1,,,,,
18472,87,80,58,9,,,,18472,1,,,,,,,18472,1,,1,,,,,18472,22,11,14,14,,,,18472,,25.000,0.000,,,,,18472,,1,1,,,,
10115,66,57,77,89,94,124,100,10115,16,13,23,8,7,9,9,10115,5,5,18,5,10,5,10,10115,21,24,22,21,21,21,24,10115,25.000,32.500,13.333,65.000,25.000,40.000,17.500,10115,4,4,5,2,2,2,9
8500,216,195,149,217,211,126,267,8500,1,,,,,,,,,,,,,,,8500,21,15,19,14,16,15,22,8500,25.000,,,37.857,0.000,30.000,28.000,8500,2,,,52,8,1,73
12677,199,221,153,272,143,155,218,12677,,,,,,,1,12677,4,2,1,2,,1,5,12677,24,17,17,19,10,12,17,12677,,13.333,,5.909,,,,12677,,8,,21,,,
13160,739,344,237,192,85,171,208,,,,,,,,,,,,,,,,,13160,22,24,20,16,14,21,25,13160,10.000,,,20.000,,25.000,16.538,13160,7,,,7,,3,54
25908,,,,,,39,72,,,,,,,,,25908,,,,,,,2,25908,,,,,0,12,13,25908,,,,,,,10.000,25908,,,,,,,9
20822,195,237,438,324,260,195,460,20822,,,,,,,1,,,,,,,,,20822,21,18,34,29,30,26,30,20822,25.000,,13.750,31.000,,,24.473,20822,2,,9,14,,,73
22617,215,420,102,86,164,501,443,22617,2,2,,,1,,1,22617,,6,,,,,,22617,29,23,11,1,29,29,31,22617,,29.000,,100.000,,27.500,29.230,22617,,19,,1,,4,46
17315,174,228,113,87,132,195,271,,,,,,,,,,,,,,,,,17315,21,23,17,20,28,25,31,17315,,12.500,,,,,,17315,,3,,,,,
10010,75,67,35,42,55,62,94,,,,,,,,,,,,,,,,,10010,22,28,16,8,15,22,28,10010,,25.000,,,,26.250,15.000,10010,,3,,,,7,13
26091,,,,,,,21,,,,,,,,,,,,,,,,,26091,,,,,,3,28,26091,,,,,,,4.000,26091,,,,,,,7
18073,330,186,140,214,281,74,348,,,,,,,,,,,,,,,,,18073,23,21,8,22,18,9,22,18073,25.000,25.000,,65.000,,,,18073,1,2,,3,,,
25711,,,,,49,651,481,,,,,,,,,,,,,,,,,25711,,,,,5,21,19,25711,,,,,,,0.000,25711,,,,,,,1
25950,,,,,,56,119,,,,,,,,,,,,,,,,,25950,,,,,,8,22,25950,,,,,,0.000,,25950,,,,,,1,
18375,162,170,209,229,174,215,155,,,,,,,,,,,,,,,,,18375,13,5,17,16,11,15,15,18375,25.000,25.000,,34.285,25.000,,,18375,2,2,,43,1,,
26126,,,,,,625,575,,,,,,,,,,,,,,,,,26126,,,,,,28,36,26126,,,,,,,10.000,26126,,,,,,,6
18735,90,65,35,25,39,48,61,18735,,,,,1,,,,,,,,,,,18735,18,15,12,6,19,19,17,18735,,,,,25.000,,10.000,18735,,,,,4,,2
26467,,,,,,,9,,,,,,,,,,,,,,,,,26467,,,,,,,9,26467,,,,,,,10.000,26467,,,,,,,2
25718,,,,,11,136,104,,,,,,,,,,,,,,,,,25718,,,,,0,15,4,25718,,,,,,25.000,0.000,25718,,,,,,3,1
22937,794,571,488,458,217,398,754,,,,,,,,,22937,,,,,,1,,22937,32,26,26,28,18,27,28,22937,,25.000,,,,,,22937,,3,,,,,
14202,94,56,28,35,14,18,67,,,,,,,,,,,,,,,,,14202,23,20,12,21,15,17,20,14202,25.000,,,,,,10.000,14202,1,,,,,,3
9976,126,114,118,153,130,100,136,,,,,,,,,,,,,,,,,9976,17,23,20,20,22,20,23,9976,25.000,,,,,,,9976,4,,,,,,
12391,148,134,137,151,74,36,148,,,,,,,,,,,,,,,,,12391,2,0,0,1,0,0,2,12391,25.000,,,,,,,12391,2,,,,,,
6900,10,,15,13,11,3,5,,,,,,,,,,,,,,,,,6900,0,0,0,0,0,0,0,6900,,,0.000,,,,,6900,,,1,,,,
25008,,,9,97,64,72,140,,,,,,,,,,,,,,,,,25008,,,0,0,1,9,8,25008,,,,,25.000,0.000,,25008,,,,,3,1,
23627,81,23,,,,,,,,,,,,,,,,,,,,,,23627,18,6,0,0,,,,23627,12.500,,,,,,,23627,6,,,,,,
22014,235,67,,,,,,,,,,,,,,,,,,,,,,22014,17,11,0,0,,,,22014,25.000,,,,,,,22014,2,,,,,,
9475,104,216,238,125,146,186,199,,,,,,,,,,,,,,,,,9475,12,28,25,12,16,17,19,9475,,,,,,,10.000,9475,,,,,,,4
23928,,32,47,82,67,105,63,23928,,,1,,1,,,,,,,,,,,23928,11,23,11,25,17,21,21,23928,,25.000,,,,,,23928,,2,,,,,
14388,386,414,363,333,518,270,214,14388,2,,,,3,3,,,,,,,,,,14388,21,20,18,20,24,23,17,14388,25.000,,,,,,,14388,2,,,,,,
23650,732,1116,940,511,543,297,610,23650,1,1,,,,1,1,,,,,,,,,23650,21,25,22,21,17,14,19,23650,,12.500,80.000,57.500,56.250,30.000,10.000,23650,,4,4,6,4,2,4
21637,335,136,144,253,99,87,168,21637,1,,1,2,,1,1,,,,,,,,,21637,22,14,16,26,15,16,21,21637,0.000,26.428,20.000,15.000,20.000,,25.384,21637,9,18,3,5,8,,43
8799,161,107,141,239,141,236,170,8799,,2,,,,1,1,8799,,4,,,5,5,1,8799,31,26,26,29,16,29,28,8799,25.000,,,26.666,,30.000,29.333,8799,5,,,14,,1,101
14528,147,183,117,273,334,314,416,,,,,,,,,,,,,,,,,14528,10,14,9,11,16,17,20,14528,25.000,,200.000,50.000,,,,14528,1,,1,3,,,
21924,4,14,27,9,1082,245,699,21924,,,,,2,,,,,,,,,,,21924,28,25,26,15,35,29,34,21924,,,,,,,0.000,21924,,,,,,,1
19142,235,276,316,165,387,352,478,19142,,,1,,,,,,,,,,,,,19142,18,23,20,21,24,21,24,19142,25.000,10.857,30.000,26.000,28.750,29.285,20.000,19142,2,29,28,8,4,8,16
5906,208,312,327,215,340,309,303,5906,,,,4,,,,5906,,,,1,,,,5906,21,26,26,17,19,20,25,5906,25.000,13.125,13.333,30.000,26.666,25.000,19.444,5906,3,23,5,1,12,10,35
24586,,,71,308,547,291,188,,,,,,,,,24586,,,,,2,,,24586,,,14,11,21,21,17,24586,,,27.000,3.125,25.000,20.000,20.000,24586,,,16,10,2,8,9
9842,465,362,261,222,429,365,783,9842,,,,2,,,2,,,,,,,,,9842,27,25,30,22,32,22,30,9842,,,,,,26.666,,9842,,,,,,7,
24811,,,99,168,325,207,254,24811,,,,,3,,,24811,,,,,,2,,24811,,,10,23,30,23,19,24811,,,,,,,25.789,24811,,,,,,,41
25396,,,,52,187,156,80,25396,,,,,,,1,,,,,,,,,25396,,,,6,11,12,9,25396,,,,9.583,20.000,17.500,10.000,25396,,,,12,19,5,1
21458,30,117,49,66,119,56,65,,,,,,,,,,,,,,,,,21458,13,14,17,19,21,14,20,21458,,33.125,25.000,32.000,25.000,21.250,25.714,21458,,48,1,9,6,9,13
5653,69,41,53,70,48,80,54,,,,,,,,,,,,,,,,,5653,26,9,9,18,11,20,26,5653,19.000,,200.000,30.714,150.000,26.000,10.000,5653,1,,1,11,1,9,1
22336,256,264,147,101,119,100,158,22336,1,,,,1,,,22336,1,,,,,,,22336,25,24,18,26,17,27,28,22336,,,,0.000,,,,22336,,,,1,,,
21859,206,80,103,139,98,93,106,,,,,,,,,,,,,,,,,21859,29,24,24,26,29,22,30,21859,4.545,12.500,20.000,32.000,,20.000,22.000,21859,16,2,8,7,,9,6
22775,149,244,83,110,76,95,85,22775,,,,,,1,,,,,,,,,,22775,28,34,24,32,29,31,26,22775,,30.833,,26.666,,21.250,38.571,22775,,44,,5,,6,31
6565,666,423,207,666,653,425,940,6565,,,,1,,,,6565,,,,,2,,,6565,25,24,16,29,25,21,31,6565,,30.833,21.666,40.000,28.000,29.285,16.666,6565,,55,6,8,13,19,3
20011,243,251,194,154,158,178,148,,,,,,,,,,,,,,,,,20011,26,30,17,17,22,24,11,20011,6.250,,20.000,,21.666,30.000,19.166,20011,4,,10,,5,4,15
25474,,,,18,202,532,374,,,,,,,,,,,,,,,,,25474,,,,0,10,17,13,25474,,,,15.000,,,,25474,,,,4,,,
16994,469,342,277,573,611,377,416,,,,,,,,,,,,,,,,,16994,24,26,25,23,26,27,24,16994,25.000,9.000,3.500,18.250,,30.000,24.090,16994,1,3,2,31,,2,23
21379,360,257,126,312,499,425,678,21379,,,,,,,1,,,,,,,,,21379,25,18,3,21,23,25,45,21379,0.000,25.000,,0.000,,,,21379,1,2,,1,,,
10206,,138,93,107,123,158,189,10206,,3,1,1,,,1,10206,,2,,,,,2,10206,0,32,24,24,20,26,21,10206,,,,100.000,,,,10206,,,,1,,,
25075,,,,150,6,,,,,,,,,,,,,,,,,,,25075,,,0,5,0,0,0,25075,,,,0.000,,,,25075,,,,1,,,
23187,267,192,202,257,232,89,163,,,,,,,,,23187,,1,,,1,,,23187,16,15,12,12,22,15,12,23187,,,200.000,30.000,,,,23187,,,1,7,,,
14162,5,14,5,,22,,,,,,,,,,,,,,,,,,,14162,28,31,27,17,18,15,21,14162,,25.000,,,25.000,,,14162,,2,,,1,,
22502,127,40,3,197,227,,,,,,,,,,,,,,,,,,,22502,21,3,0,29,28,0,0,22502,13.000,,,22.500,,,,22502,1,,,4,,,
9576,99,55,29,65,48,148,104,,,,,,,,,,,,,,,,,9576,16,14,12,21,14,24,20,9576,,,,100.000,,,0.000,9576,,,,1,,,1
25322,,,,,317,542,674,25322,,,,,1,,,,,,,,,,,25322,,,,9,26,35,33,25322,,,,,0.000,,11.666,25322,,,,,1,,5
9752,371,255,166,115,700,263,109,9752,1,,,,,1,,9752,3,1,,,,,,9752,19,17,15,10,22,13,11,9752,,,,,,,10.000,9752,,,,,,,1
24524,,59,212,118,183,197,90,24524,,,,,1,,1,,,,,,,,,24524,,0,24,18,16,25,21,24524,,0.000,,,,,,24524,,1,,,,,
18755,71,39,53,42,63,25,47,,,,,,,,,,,,,,,,,18755,28,18,16,25,27,26,28,18755,,21.666,20.000,,21.666,15.000,15.000,18755,,4,4,,4,2,9
12911,400,250,379,202,232,358,740,12911,,,,,,,1,,,,,,,,,12911,28,25,30,23,22,29,38,12911,,,,30.000,12.500,,31.428,12911,,,,2,3,,67
18101,163,142,183,71,195,140,170,18101,,,,,,,1,,,,,,,,,18101,15,4,10,5,18,10,16,18101,,,,,,,0.000,18101,,,,,,,1
23840,133,271,572,396,252,371,167,,,,,,,,,,,,,,,,,23840,8,13,27,14,15,22,20,23840,,,,30.000,,,,23840,,,,3,,,
22057,47,26,12,21,3,27,15,,,,,,,,,,,,,,,,,22057,33,33,27,25,16,21,18,22057,8.333,,,38.750,,,,22057,3,,,7,,,
12633,159,122,68,116,58,92,145,12633,,1,,1,2,,,12633,,,,3,,,,12633,20,14,17,17,9,13,9,12633,25.000,,,,,,,12633,4,,,,,,
24114,,252,217,386,330,379,414,,,,,,,,,,,,,,,,,24114,0,17,12,22,19,16,20,24114,,,,,,2.500,,24114,,,,,,4,
26242,,,,,,,708,,,,,,,,,,,,,,,,,26242,,,,,,0,17,26242,,,,,,,15.000,26242,,,,,,,4
12421,87,70,77,80,51,,,,,,,,,,,,,,,,,,,12421,25,23,24,23,6,0,0,12421,,6.875,25.000,15.000,26.666,,,12421,,11,2,8,6,,
25330,,,,59,287,516,196,,,,,,,,,25330,,,,,,1,,25330,,,,0,7,18,19,25330,,,,12.777,25.000,,,25330,,,,10,1,,
23925,174,543,343,310,460,296,252,23925,,,,,1,,,,,,,,,,,23925,9,17,16,21,20,16,12,23925,,,20.000,,,25.000,,23925,,,4,,,1,
23034,19,,,,,,,,,,,,,,,,,,,,,,,23034,17,10,0,0,,,,23034,14.666,,,,,,,23034,3,,,,,,
23588,64,5,,,,,,,,,,,,,,,,,,,,,,23588,6,5,4,0,,,,23588,25.000,,,,,,,23588,4,,,,,,
11097,28,84,89,75,101,113,91,,,,,,,,,,,,,,,,,11097,25,22,14,14,18,20,16,11097,,,0.000,,,,,11097,,,1,,,,
25000,,,7,200,111,93,69,,,,,,,,,,,,,,,,,25000,,,15,14,20,7,8,25000,,,,,25.000,,,25000,,,,,2,,
15977,53,20,30,9,6,,,,,,,,,,,,,,,,,,,15977,18,15,18,8,8,11,9,15977,,,18.333,,,,,15977,,,4,,,,
21422,182,34,,,,,,,,,,,,,,,,,,,,,,21422,15,2,0,0,,,,21422,5.000,,,,,,,21422,7,,,,,,
24131,,182,81,,,,,,,,,,,,,,,,,,,,,24131,0,11,0,0,0,,,24131,,21.764,,,,,,24131,,24,,,,,
25719,,,,,,77,95,25719,,,,,,,1,,,,,,,,,25719,,,,,0,23,28,25719,,,,,,4.545,,25719,,,,,,15,
20350,271,271,233,172,10,,,20350,,,1,,,,,,,,,,,,,20350,25,23,29,21,0,0,0,20350,,33.125,,,,,,20350,,38,,,,,
26065,,,,,,16,211,,,,,,,,,,,,,,,,,26065,,,,,,0,13,26065,,,,,,,21.250,26065,,,,,,,12
25720,,,,,,402,60,,,,,,,,,,,,,,,,,25720,,,,,0,14,1,25720,,,,,,19.285,,25720,,,,,,12,
10144,599,365,156,,,,,,,,,,,,,10144,15,1,5,,,,,10144,5,3,0,0,,,,10144,,31.875,6.250,,,,,10144,,12,6,,,,
13993,22,10,20,40,44,33,37,,,,,,,,,,,,,,,,,13993,24,19,24,17,28,23,22,13993,25.000,,,,,,,13993,1,,,,,,
9567,179,155,169,147,115,109,120,,,,,,,,,,,,,,,,,9567,27,27,28,28,27,23,27,9567,,,,18.571,,,,9567,,,,8,,,
25837,,,,,,145,64,,,,,,,,,,,,,,,,,25837,,,,,0,9,2,25837,,,,,,10.000,,25837,,,,,,3,
6592,206,161,225,207,99,235,178,,,,,,,,,,,,,,,,,6592,20,24,27,20,16,26,36,6592,,,,20.000,,,,6592,,,,9,,,
15671,181,160,69,,,,,,,,,,,,,15671,,1,,,,,,15671,23,22,12,0,0,,,15671,25.000,,,,,,,15671,2,,,,,,
8385,199,106,55,77,13,,,8385,5,2,,,1,,,,,,,,,,,8385,21,24,5,14,3,0,0,8385,25.000,,,,,,,8385,7,,,,,,
10289,51,169,92,86,79,28,65,,,,,,,,,,,,,,,,,10289,15,19,13,20,22,13,18,10289,25.000,,,,,,,10289,2,,,,,,
23315,171,377,140,202,286,152,247,,,,,,,,,,,,,,,,,23315,10,22,17,16,23,15,19,23315,25.000,26.666,,20.000,,30.000,18.333,23315,2,19,,6,,3,6
20341,72,68,108,189,23,39,36,,,,,,,,,,,,,,,,,20341,14,7,23,20,4,3,5,20341,,,15.000,14.166,,12.500,17.500,20341,,,3,10,,3,6
6283,209,174,125,107,190,142,120,,,,,,,,,,,,,,,,,6283,28,27,25,16,26,21,25,6283,,,21.666,22.500,,26.666,18.333,6283,,,8,7,,9,20
21272,367,258,257,272,248,193,87,,,,,,,,,,,,,,,,,21272,18,17,8,6,10,6,0,21272,,,200.000,100.000,,40.000,,21272,,,1,1,,2,
16537,168,52,28,46,90,58,62,16537,1,,,,,2,,16537,1,,1,,,,,16537,25,26,14,20,23,18,16,16537,25.000,,,,,,,16537,3,,,,,,
17406,99,137,125,108,160,95,121,,,,,,,,,,,,,,,,,17406,21,22,15,13,23,14,16,17406,25.000,12.500,18.000,28.500,14.285,36.666,22.142,17406,1,11,9,12,13,6,10
23534,159,290,625,365,591,873,913,,,,,,,,,,,,,,,,,23534,8,17,20,18,19,23,22,23534,25.000,,12.500,26.666,25.000,,18.888,23534,7,,2,12,2,,21
24942,,,39,62,,,,,,,,,,,,,,,,,,,,24942,,,0,15,,,,24942,,,16.250,3.333,,,,24942,,,7,19,,,
15072,116,61,107,42,16,4,,15072,,,3,,,2,,,,,,,,,,15072,26,9,26,17,16,6,0,15072,8.333,1.785,18.333,15.000,12.500,,,15072,4,19,5,7,4,,
25062,,,1,222,169,184,74,25062,,,,4,,,,,,,,,,,,25062,,,,12,9,19,18,25062,,,,17.000,3.125,22.500,28.125,25062,,,,8,10,14,39
10067,257,188,84,89,150,149,63,10067,,,,,,,1,,,,,,,,,10067,32,31,26,19,27,24,30,10067,25.000,40.000,,13.333,25.000,18.333,,10067,3,15,,8,3,7,
19191,582,433,96,183,860,743,893,19191,1,,,,1,,,19191,7,3,1,1,6,1,2,19191,20,18,0,4,29,29,21,19191,,25.000,,21.666,36.250,28.333,,19191,,1,,32,25,4,
7078,70,68,134,93,115,75,61,7078,,,,,1,,,,,,,,,,,7078,11,11,23,23,19,24,20,7078,25.000,40.000,40.000,35.000,22.500,,,7078,3,1,6,5,5,,
14790,31,17,37,5,13,11,28,,,,,,,,,,,,,,,,,14790,15,20,18,20,13,11,16,14790,25.000,25.000,15.000,,,,17.000,14790,2,2,2,,,,6
16675,261,405,312,266,333,446,314,,,,,,,,,16675,,,1,,2,,,16675,27,41,22,34,27,29,23,16675,,25.000,30.000,,25.000,23.750,13.333,16675,,2,20,,3,27,4
15643,29,18,9,4,19,20,21,,,,,,,,,,,,,,,,,15643,13,10,5,5,9,22,21,15643,25.000,,40.000,,25.000,,,15643,5,,1,,1,,
20328,15,17,,,5,,43,,,,,,,,,,,,,,,,,20328,26,17,23,16,24,11,17,20328,25.000,21.666,,,,,11.000,20328,5,5,,,,,20
8739,48,21,5,,,,,,,,,,,,,,,,,,,,,8739,23,18,11,,,,,8739,25.000,,,,,,,8739,2,,,,,,
12658,308,357,359,292,312,276,399,,,,,,,,,,,,,,,,,12658,25,31,26,23,26,31,36,12658,22.000,,,,,0.000,,12658,3,,,,,1,
23401,891,959,561,768,657,655,479,23401,1,,,,,,,23401,,3,,,2,,,23401,23,17,14,8,13,10,11,23401,,16.250,200.000,43.333,150.000,,10.000,23401,,10,1,4,4,,1
24160,,,9,,,,,,,,,,,,,,,,,,,,,24160,,0,2,0,,,,24160,,,15.000,,,,,24160,,,2,,,,
22959,520,336,225,371,221,316,430,22959,,1,,,,1,,,,,,,,,,22959,32,28,21,27,9,29,29,22959,12.500,,,20.357,,,34.230,22959,4,,,39,,,38
21956,106,74,107,199,115,170,148,,,,,,,,,,,,,,,,,21956,22,18,19,19,16,20,24,21956,0.000,,,27.000,25.000,22.500,0.000,21956,1,,,23,4,4,2
25038,,,9,564,920,762,1091,25038,,,,,,4,2,25038,,,,,1,4,4,25038,,,0,24,18,23,29,25038,,,7.000,13.000,25.000,40.000,15.000,25038,,,3,3,1,2,6
22341,9,3,50,66,49,39,31,,,,,,,,,,,,,,,,,22341,7,3,9,7,3,6,3,22341,,,15.000,14.375,19.000,22.000,30.000,22341,,,19,11,9,10,8
26335,,,,,,,41,,,,,,,,,,,,,,,,,26335,,,,,,,12,26335,,,,,,,10.000,26335,,,,,,,6
23185,41,64,65,14,,,,,,,,,,,,,,,,,,,,23185,11,13,8,1,0,0,,23185,25.000,25.000,15.000,,,,,23185,2,5,1,,,,
24699,,,12,33,15,,,,,,,,,,,,,,,,,,,24699,,0,5,17,19,15,0,24699,,,,0.000,,,,24699,,,,3,,,
21955,156,219,141,73,110,173,343,,,,,,,,,,,,,,,,,21955,13,16,13,5,10,12,21,21955,0.000,25.000,12.500,27.500,,27.500,17.222,21955,3,2,5,4,,4,15
16998,550,171,58,,,,,16998,1,,,,,,,,,,,,,,,16998,22,13,4,0,,,,16998,33.333,,,,,,,16998,6,,,,,,
24523,,,173,194,106,43,39,,,,,,,,,,,,,,,,,24523,,0,28,23,21,15,19,24523,,,16.000,11.250,,,18.888,24523,,,10,7,,,18
21067,228,132,130,114,59,55,97,,,,,,,,,,,,,,,,,21067,44,31,21,20,22,11,19,21067,,25.000,20.000,15.000,,,20.000,21067,,4,7,9,,,2
9382,145,51,47,14,20,96,19,,,,,,,,,,,,,,,,,9382,34,31,23,21,25,36,29,9382,,25.000,,,,,,9382,,2,,,,,
12860,105,88,72,93,60,68,99,,,,,,,,,,,,,,,,,12860,21,9,11,7,13,8,17,12860,,,,,,,10.000,12860,,,,,,,2
25909,,,,,,91,131,,,,,,,,,,,,,,,,,25909,,,,,,23,22,25909,,,,,,18.750,1.428,25909,,,,,,16,8
22311,79,150,210,186,102,101,194,22311,,,,1,,,,,,,,,,,,22311,16,24,16,24,17,26,15,22311,25.000,24.166,29.000,17.777,,,28.333,22311,2,73,13,12,,,36
18160,80,181,122,214,247,407,368,18160,,,,3,,,,18160,,,,3,10,1,2,18160,12,25,17,23,24,34,30,18160,19.000,20.000,21.000,15.000,25.000,25.000,25.416,18160,1,4,11,6,4,7,25
