userid,logins_m_1,logins_m_2,logins_m_3,logins_m_4,touserid,kudos_t_m_1,kudos_t_m_2,kudos_t_m_3,kudos_t_m_4,fromuserid,kudos_f_m_1,kudos_f_m_2,kudos_f_m_3,kudos_f_m_4,userid_0,kpi_m_1,kpi_m_2,kpi_m_3,kpi_m_4,userid_1,lrn_m_1,lrn_m_2,lrn_m_3,lrn_m_4,userid_2,lrn_t_m_1,lrn_t_m_2,lrn_t_m_3,lrn_t_m_4
22714,153,151,231,240,22714,2,,,,,,,,,22714,26,21,31,14,22714,0.000,,25.714,,22714,4,,97,
25463,68,154,99,227,25463,,5,1,1,25463,,4,1,,25463,11,19,14,19,25463,25.000,20.000,22.500,,25463,2,8,63,
6530,92,173,125,186,,,,,,,,,,,6530,9,12,23,29,6530,25.000,29.000,10.000,27.500,6530,3,19,1,42
22583,199,168,259,290,,,,,,,,,,,22583,15,10,14,14,22583,,11.875,20.000,22.500,22583,,11,76,4
21302,41,30,115,40,,,,,,,,,,,21302,21,29,30,18,21302,0.000,30.000,18.333,,21302,1,3,5,
25609,20,345,457,217,,,,,,,,,,,25609,19,27,23,26,25609,,,18.333,25.000,25609,,,25,3
23999,,70,25,,23999,2,,,,,,,,,23999,16,12,17,4,23999,,23.333,,,23999,,15,,
23648,929,1176,1754,2399,23648,,1,,3,23648,,,,2,23648,25,18,33,30,23648,25.000,20.000,25.000,12.500,23648,2,10,7,14
24471,81,207,52,52,24471,,1,,,,,,,,24471,21,26,15,23,24471,17.500,,,,24471,10,,,
18130,73,73,11,70,18130,2,2,1,,,,,,,18130,16,24,9,24,18130,16.666,30.000,,0.000,18130,5,1,,1
25318,294,207,413,93,25318,2,,,,,,,,,25318,14,17,28,8,25318,91.666,0.000,,,25318,6,1,,
19246,86,104,98,38,19246,,1,,,,,,,,19246,24,26,30,17,19246,15.000,33.333,16.666,,19246,9,6,4,
6205,267,216,249,228,,,,,,6205,,,,1,6205,25,18,20,26,6205,,0.000,24.444,0.000,6205,,1,18,1
7396,128,56,51,94,7396,,1,,,,,,,,7396,31,27,20,14,7396,25.000,,30.000,15.000,7396,4,,2,3
16791,218,149,155,362,,,,,,,,,,,16791,17,12,10,18,16791,,,21.250,13.000,16791,,,8,14
25145,38,22,74,32,,,,,,,,,,,25145,18,14,23,20,25145,,,15.000,,25145,,,6,
24995,787,963,721,460,24995,2,,,1,,,,,,24995,25,33,36,28,24995,29.444,30.833,10.000,15.000,24995,29,8,3,1
9818,177,238,379,331,,,,,,9818,,,2,,9818,17,15,18,19,9818,23.000,22.000,15.833,30.000,9818,8,32,11,2
9145,63,62,140,35,9145,1,,,,,,,,,9145,25,24,27,24,9145,25.000,6.666,21.000,,9145,5,3,6,
14557,368,342,378,290,14557,2,3,,,14557,3,6,1,,14557,32,31,35,35,14557,21.666,27.500,26.428,,14557,7,4,42,
8588,753,449,1034,467,8588,,,4,,,,,,,8588,27,24,38,29,8588,,26.250,31.875,20.000,8588,,7,11,15
5964,55,47,35,31,,,,,,5964,1,1,,1,5964,9,5,0,8,5964,,,0.000,,5964,,,5,
22075,258,271,287,232,22075,,,1,1,22075,,,2,,22075,38,45,30,31,22075,,30.000,30.769,30.000,22075,,2,23,1
20632,74,193,124,101,,,,,,,,,,,20632,21,23,25,21,20632,5.000,29.090,10.000,,20632,1,52,4,
15817,226,170,140,310,,,,,,,,,,,15817,29,22,23,29,15817,,,29.166,,15817,,,54,
23508,96,69,120,217,,,,,,,,,,,23508,15,20,20,21,23508,,,21.388,10.000,23508,,,47,13
23770,119,115,73,24,,,,,,,,,,,23770,27,24,14,14,23770,70.000,40.000,19.583,,23770,2,1,54,
25104,165,160,360,213,,,,,,,,,,,25104,13,19,28,25,25104,25.000,18.333,20.000,0.000,25104,2,6,14,2
11503,249,442,192,134,11503,,1,,,11503,6,8,1,6,11503,15,28,16,10,11503,26.666,28.000,25.000,0.000,11503,3,11,10,1
24788,53,45,24,57,24788,1,,,,,,,,,24788,13,15,10,10,24788,25.000,40.000,10.000,28.333,24788,2,3,1,9
10057,62,88,125,77,,,,,,10057,,,1,,10057,24,22,31,26,10057,25.000,,,,10057,2,,,
25226,254,322,306,186,,,,,,,,,,,25226,14,18,28,22,25226,25.000,,,13.333,25226,7,,,7
17458,197,159,291,257,17458,1,,,,17458,,,1,,17458,31,19,27,25,17458,,,21.944,15.000,17458,,,53,5
23464,469,229,311,153,,,,,,,,,,,23464,25,16,25,18,23464,17.500,23.333,24.375,,23464,8,3,11,
25779,33,81,135,102,,,,,,,,,,,25779,0,9,14,15,25779,11.071,,,,25779,22,,,
20050,239,314,294,135,,,,,,,,,,,20050,23,29,25,14,20050,,30.000,23.437,,20050,,2,56,
20581,161,98,80,118,,,,,,,,,,,20581,18,17,26,11,20581,10.750,,20.000,0.000,20581,33,,13,1
25136,566,874,864,513,,,,,,,,,,,25136,14,22,15,23,25136,25.000,,,,25136,2,,,
24285,75,121,99,32,24285,5,3,3,2,24285,5,6,,,24285,22,22,22,18,24285,,,26.875,,24285,,,64,
14675,24,20,75,17,14675,,1,1,,14675,,,1,,14675,27,26,32,24,14675,,,22.000,0.000,14675,,,13,2
15066,238,129,278,277,15066,2,1,1,3,15066,,,,1,15066,33,24,33,27,15066,,,18.214,30.000,15066,,,21,4
19955,268,299,436,345,,,,,,,,,,,19955,16,23,24,18,19955,,,23.000,,19955,,,33,
8805,50,106,79,6,,,,,,,,,,,8805,23,27,24,6,8805,,28.750,10.000,,8805,,28,1,
18440,202,161,128,215,18440,,1,,,,,,,,18440,24,27,24,25,18440,12.500,20.000,25.000,,18440,2,1,12,
7461,228,226,514,400,,,,,,,,,,,7461,30,31,34,29,7461,20.000,,17.500,15.000,7461,4,,29,3
25414,192,101,316,19,25414,2,,,,,,,,,25414,9,6,23,4,25414,23.928,,,,25414,38,,,
13183,653,232,776,347,13183,,1,,,13183,,,,1,13183,27,26,37,32,13183,,,16.875,,13183,,,37,
18279,214,171,219,237,,,,,,,,,,,18279,18,14,11,12,18279,,0.000,,0.000,18279,,1,,1
14930,82,41,,,,,,,,,,,,,14930,17,2,0,0,14930,,19.285,,,14930,,17,,
22035,74,90,170,76,,,,,,,,,,,22035,18,15,19,17,22035,,,22.222,,22035,,,18,
24790,228,232,387,154,,,,,,,,,,,24790,12,20,23,20,24790,,,24.791,,24790,,,86,
23585,159,101,80,105,,,,,,,,,,,23585,19,20,20,20,23585,25.000,26.500,20.000,19.000,23585,10,20,19,43
6837,723,587,900,683,6837,,2,,,,,,,,6837,27,19,25,27,6837,,,19.666,,6837,,,74,
24961,97,170,200,78,,,,,,,,,,,24961,11,18,12,10,24961,,25.000,20.000,,24961,,9,9,
19529,148,75,136,155,,,,,,,,,,,19529,14,10,17,19,19529,0.000,0.000,,,19529,1,1,,
22807,286,352,1068,537,,,,,,,,,,,22807,11,12,20,9,22807,25.000,,28.461,15.000,22807,5,,62,2
14559,1025,834,815,1037,14559,4,,1,1,14559,1,,,,14559,26,23,23,27,14559,,,12.500,,14559,,,57,
14919,110,198,426,104,,,,,,,,,,,14919,21,29,27,18,14919,,,22.142,,14919,,,57,
25857,,170,457,382,25857,,1,1,2,,,,,,25857,,9,42,25,25857,,13.750,15.000,17.857,25857,,6,15,30
23069,249,46,113,113,,,,,,,,,,,23069,22,20,23,19,23069,,,14.166,6.250,23069,,,17,6
13160,85,171,226,310,,,,,,,,,,,13160,14,21,25,16,13160,,25.000,17.000,,13160,,3,63,
22518,233,288,258,175,,,,,,,,,,,22518,29,28,31,18,22518,,,22.941,,22518,,,43,
6323,250,412,155,181,,,,,,,,,,,6323,24,34,11,18,6323,18.333,30.000,23.333,30.000,6323,22,6,8,3
24969,41,133,183,143,,,,,,,,,,,24969,5,9,11,9,24969,,30.000,10.000,25.000,24969,,3,1,5
11359,66,72,254,261,,,,,,11359,3,,2,,11359,22,25,37,36,11359,,,36.428,26.250,11359,,,89,7
22449,195,77,79,20,,,,,,,,,,,22449,13,10,14,8,22449,35.833,30.000,17.500,,22449,27,2,7,
9479,52,62,90,50,,,,,,,,,,,9479,17,21,22,19,9479,,15.000,,,9479,,5,,
11548,111,88,122,73,,,,,,,,,,,11548,25,33,32,25,11548,17.500,30.000,23.333,,11548,9,3,21,
25456,310,205,223,200,,,,,,25456,,1,,,25456,24,23,22,18,25456,21.538,25.000,9.000,15.000,25456,19,3,9,29
12980,66,30,31,12,,,,,,,,,,,12980,0,10,12,21,12980,19.285,30.000,15.000,10.000,12980,15,5,10,1
21442,112,161,151,112,21442,1,,,,,,,,,21442,27,23,21,22,21442,,,18.235,15.000,21442,,,40,1
6982,522,425,346,191,6982,,,,1,,,,,,6982,32,37,35,31,6982,25.000,,24.545,,6982,1,,12,
26135,,293,623,567,,,,,,,,,,,26135,,14,29,20,26135,,10.000,10.000,16.562,26135,,25,1,59
12139,24,120,214,113,,,,,,,,,,,12139,0,16,20,20,12139,,21.666,19.062,0.000,12139,,5,30,2
14165,442,202,248,128,,,,,,,,,,,14165,30,24,27,15,14165,25.000,,19.375,,14165,5,,16,
20504,335,230,497,183,20504,,,1,,,,,,,20504,19,20,21,20,20504,,,34.000,,20504,,,10,
6389,88,58,112,61,,,,,,,,,,,6389,26,21,24,23,6389,,,28.636,,6389,,,34,
11590,106,87,203,79,,,,,,,,,,,11590,26,28,30,24,11590,,23.333,5.000,,11590,,23,4,
11453,534,493,1102,869,,,,,,11453,1,,,,11453,29,24,32,20,11453,,40.000,30.000,,11453,,1,32,
21364,126,210,332,177,,,,,,,,,,,21364,24,24,31,28,21364,,26.000,6.923,15.000,21364,,10,17,7
7449,84,56,181,138,,,,,,,,,,,7449,20,13,30,24,7449,10.000,,,,7449,1,,,
10432,119,144,207,245,,,,,,,,,,,10432,18,16,21,27,10432,25.000,27.500,,10.000,10432,1,3,,5
26237,,7,285,1116,,,,,,,,,,,26237,,0,15,20,26237,,,20.000,,26237,,,8,
12514,85,48,91,27,,,,,,,,,,,12514,1,15,8,3,12514,,,24.666,,12514,,,35,
6274,84,27,40,31,,,,,,,,,,,6274,0,0,0,0,6274,40.000,,,,6274,22,,,
23631,440,338,411,437,,,,,,,,,,,23631,32,16,35,28,23631,23.000,25.555,25.000,25.000,23631,8,16,2,11
6363,73,60,165,58,6363,,1,,,,,,,,6363,45,36,43,45,6363,12.500,25.000,26.785,,6363,2,2,45,
21052,316,354,402,391,,,,,,,,,,,21052,35,33,30,33,21052,,29.000,18.571,,21052,,16,26,
12978,384,247,296,342,,,,,,,,,,,12978,40,31,35,34,12978,26.250,16.666,13.333,16.250,12978,6,4,16,127
17371,2125,1791,1739,1364,17371,1,,,,,,,,,17371,30,35,31,27,17371,,26.250,22.916,0.000,17371,,9,35,1
23051,331,386,441,348,,,,,,,,,,,23051,13,23,27,20,23051,12.500,,20.833,31.666,23051,2,,17,3
24551,103,166,179,132,24551,,,1,,,,,,,24551,19,20,32,22,24551,20.000,29.230,,23.000,24551,5,32,,27
25481,185,146,423,175,25481,,2,,,,,,,,25481,38,40,37,38,25481,21.666,,25.312,,25481,4,,40,
22584,453,259,502,252,22584,,,1,,,,,,,22584,21,11,25,15,22584,,,25.294,,22584,,,38,
22180,574,436,300,284,22180,1,3,,,22180,2,,,,22180,30,28,22,24,22180,,,15.000,,22180,,,35,
6180,214,157,139,101,,,,,,,,,,,6180,21,23,25,26,6180,,,19.545,,6180,,,22,
16284,65,166,248,135,16284,1,,,1,,,,,,16284,29,32,31,33,16284,,,27.173,,16284,,,69,
22487,22,101,81,93,,,,,,,,,,,22487,13,25,12,15,22487,,,26.785,,22487,,,58,
6966,177,250,279,113,,,,,,,,,,,6966,22,32,29,24,6966,,8.333,17.307,10.000,6966,,4,41,2
6228,84,99,247,263,,,,,,,,,,,6228,23,28,38,38,6228,20.000,,21.875,,6228,5,,14,
7026,568,355,565,367,,,,,,7026,2,,,,7026,36,24,35,24,7026,10.000,,16.562,,7026,1,,36,
10166,313,204,154,178,,,,,,,,,,,10166,22,19,18,26,10166,25.000,27.500,,30.000,10166,2,7,,5
24349,355,313,355,430,,,,,,24349,1,,,,24349,38,42,44,44,24349,,25.000,19.615,22.500,24349,,4,16,6
14362,17,69,58,78,,,,,,,,,,,14362,4,16,23,18,14362,25.000,40.000,20.000,11.666,14362,2,3,1,11
18070,136,147,70,118,18070,,3,,,,,,,,18070,30,36,19,21,18070,25.000,22.000,10.000,21.250,18070,7,13,2,6
9693,134,169,173,187,9693,,4,,,9693,,4,1,1,9693,14,17,14,18,9693,,,10.000,30.000,9693,,,2,1
12836,127,69,15,31,,,,,,12836,,2,,1,12836,31,24,13,10,12836,23.750,40.000,22.500,25.000,12836,4,1,7,3
11163,252,285,346,256,,,,,,,,,,,11163,31,31,35,32,11163,25.000,23.333,10.000,20.000,11163,2,3,2,1
8111,24,26,216,33,8111,,,1,,8111,,,1,,8111,36,25,34,24,8111,3.571,,13.333,0.000,8111,8,,4,1
25022,81,78,85,85,25022,,,1,,,,,,,25022,35,26,26,27,25022,,26.250,,17.500,25022,,6,,21
24066,33,113,79,81,,,,,,,,,,,24066,30,23,21,25,24066,,21.428,15.000,14.000,24066,,28,3,16
12490,238,167,280,252,,,,,,,,,,,12490,27,25,31,32,12490,,,9.166,14.000,12490,,,7,7
19831,158,272,137,86,,,,,,,,,,,19831,13,24,20,6,19831,28.000,25.000,31.428,7.500,19831,5,7,20,13
15351,199,246,399,235,15351,2,,1,,15351,1,,,,15351,35,32,33,16,15351,,27.142,10.000,33.750,15351,,28,3,18
22896,660,344,548,148,,,,,,,,,,,22896,33,23,32,17,22896,25.000,25.000,29.545,30.000,22896,5,3,44,3
9913,408,251,385,374,9913,2,,1,,9913,,,2,,9913,27,13,36,26,9913,28.750,26.875,25.000,21.250,9913,8,18,10,10
22399,59,49,43,27,22399,2,,,,22399,,,,1,22399,22,21,19,14,22399,19.000,,20.000,,22399,16,,8,
10308,26,13,130,108,,,,,,,,,,,10308,22,15,20,22,10308,,0.000,10.434,,10308,,1,65,
23741,249,101,259,212,23741,1,,2,,23741,,,1,,23741,20,10,23,16,23741,25.000,,15.000,20.000,23741,2,,5,11
24179,279,67,75,73,,,,,,,,,,,24179,21,17,20,15,24179,26.000,24.375,5.000,16.000,24179,11,18,3,11
25235,669,1028,1138,1018,,,,,,,,,,,25235,37,41,36,39,25235,,,14.736,,25235,,,29,
22204,457,200,74,,,,,,,,,,,,22204,33,18,17,0,22204,22.500,,,,22204,5,,,
7559,52,87,112,76,,,,,,,,,,,7559,27,23,31,26,7559,,30.000,15.000,12.500,7559,,4,6,4
18768,256,238,55,,18768,,1,,,18768,,1,,,18768,13,12,2,4,18768,25.000,25.000,,,18768,3,3,,
15344,142,177,170,110,,,,,,15344,1,,,,15344,24,22,45,28,15344,,30.000,16.666,22.500,15344,,11,7,20
26091,,,21,6,,,,,,,,,,,26091,,3,28,10,26091,,,4.000,10.000,26091,,,7,1
18169,,,14,,,,,,,,,,,,18169,16,16,13,18,18169,,,20.000,,18169,,,9,
23235,119,222,196,361,,,,,,23235,,,1,,23235,18,24,23,31,23235,,23.750,25.000,13.750,23235,,6,30,6
8313,175,171,179,125,,,,,,,,,,,8313,25,22,23,21,8313,,,0.000,10.000,8313,,,1,2
5708,58,48,73,17,,,,,,,,,,,5708,15,20,23,13,5708,150.000,36.666,,,5708,1,3,,
25597,113,110,,,,,,,,,,,,,25597,7,8,3,0,25597,16.666,,,,25597,4,,,
5883,125,197,245,223,,,,,,,,,,,5883,16,15,22,18,5883,150.000,,10.000,15.000,5883,1,,1,3
6455,140,219,168,170,,,,,,,,,,,6455,21,30,23,30,6455,25.000,34.285,12.857,13.333,6455,6,17,20,9
19937,610,330,903,691,,,,,,,,,,,19937,25,13,27,28,19937,19.285,19.000,6.666,23.333,19937,12,27,3,9
22001,293,345,598,414,22001,1,,1,,,,,,,22001,27,28,31,26,22001,,,20.000,0.000,22001,,,64,6
9697,583,461,680,463,9697,,,1,2,,,,,,9697,41,40,41,38,9697,22.500,25.000,10.000,,9697,12,4,1,
25667,96,132,161,64,,,,,,,,,,,25667,6,21,26,16,25667,25.000,21.666,10.000,,25667,3,16,1,
23284,134,187,355,279,,,,,,,,,,,23284,15,20,24,18,23284,,,20.714,,23284,,,13,
19477,27,91,56,60,,,,,,,,,,,19477,34,32,31,38,19477,,27.812,5.000,12.500,19477,,38,3,9
17153,13,38,47,5,,,,,,,,,,,17153,26,19,33,15,17153,0.000,26.666,15.555,,17153,1,6,16,
21279,79,63,31,37,21279,,2,,,21279,,2,,,21279,22,17,15,17,21279,5.000,,,,21279,1,,,
23381,362,208,,,23381,1,,,,,,,,,23381,42,30,0,0,23381,25.000,,,,23381,3,,,
23379,456,571,434,463,,,,,,,,,,,23379,22,23,27,27,23379,22.500,7.727,25.000,16.666,23379,6,14,27,7
18480,312,335,257,254,,,,,,,,,,,18480,31,31,32,37,18480,,32.857,0.000,10.000,18480,,10,2,2
25230,358,374,660,534,,,,,,,,,,,25230,20,19,38,34,25230,25.000,,12.916,,25230,2,,22,
8037,370,286,369,366,,,,,,8037,6,6,1,2,8037,38,31,25,31,8037,25.000,30.000,28.076,,8037,1,6,53,
25917,,,21,11,,,,,,,,,,,25917,0,13,11,20,25917,,,21.500,,25917,,,21,
5981,376,305,380,137,,,,,,5981,,1,1,,5981,31,31,30,8,5981,25.000,12.500,27.857,10.000,5981,4,2,16,1
26078,,34,106,122,,,,,,,,,,,26078,,0,13,29,26078,,30.000,11.000,23.750,26078,,2,9,7
22482,310,,,,,,,,,,,,,,22482,19,4,0,,22482,28.750,,,,22482,23,,,
18576,134,148,184,102,,,,,,,,,,,18576,17,22,19,11,18576,,,14.705,,18576,,,28,
15475,43,94,39,20,,,,,,,,,,,15475,25,17,24,23,15475,25.000,,20.000,,15475,3,,10,
26317,,2,239,188,,,,,,,,,,,26317,,0,9,17,26317,,,10.000,22.500,26317,,,1,18
21133,289,346,504,647,,,,,,,,,,,21133,21,17,25,24,21133,,16.250,18.888,,21133,,8,18,
23374,205,97,133,118,,,,,,,,,,,23374,26,25,28,15,23374,25.000,,28.333,,23374,3,,54,
12421,51,,,,,,,,,,,,,,12421,6,0,0,,12421,26.666,,,,12421,6,,,
19214,57,65,121,42,19214,3,,,,,,,,,19214,12,11,21,7,19214,,30.000,15.000,,19214,,3,2,
5943,658,544,778,649,5943,,,1,4,5943,4,5,4,5,5943,34,29,31,41,5943,15.000,21.875,,16.250,5943,10,20,,44
22089,53,55,47,12,,,,,,,,,,,22089,20,21,19,11,22089,,,32.142,,22089,,,64,
17116,172,151,247,217,17116,1,,,,,,,,,17116,33,25,27,34,17116,,0.000,25.384,30.000,17116,,2,23,2
14529,498,910,1275,265,,,,,,,,,,,14529,18,24,26,14,14529,150.000,0.000,,,14529,1,2,,
24114,330,379,450,332,,,,,,,,,,,24114,19,16,20,23,24114,,2.500,,,24114,,4,,
9642,46,45,105,61,,,,,,,,,,,9642,11,15,18,8,9642,,,20.555,20.000,9642,,,19,10
25315,115,269,36,11,,,,,,,,,,,25315,14,21,10,21,25315,,30.000,,,25315,,2,,
20755,109,113,116,88,,,,,,,,,,,20755,27,24,24,24,20755,25.000,26.666,,20.000,20755,1,7,,3
22670,142,213,254,256,,,,,,,,,,,22670,22,23,23,34,22670,,26.250,10.000,15.000,22670,,10,2,2
23171,314,386,524,645,,,,,,,,,,,23171,27,31,35,26,23171,28.750,18.000,32.500,30.000,23171,8,13,5,31
24766,342,348,200,189,24766,,3,,,,,,,,24766,27,19,19,15,24766,9.375,10.000,21.500,10.000,24766,11,6,25,5
25652,12,9,,,,,,,,25652,,1,,,25652,5,5,21,4,25652,12.500,,,,25652,4,,,
24652,738,622,788,381,24652,,,,1,,,,,,24652,22,21,25,23,24652,16.111,,10.000,,24652,10,,1,
19592,132,127,128,146,19592,1,,,,,,,,,19592,35,25,26,30,19592,25.000,27.090,21.666,26.000,19592,4,22,9,28
20512,61,112,114,127,,,,,,,,,,,20512,5,12,8,11,20512,25.000,28.333,25.000,26.666,20512,1,7,17,11
24561,127,119,97,211,,,,,,24561,,,,1,24561,18,15,17,28,24561,0.000,,,,24561,1,,,
21019,98,71,44,64,,,,,,,,,,,21019,12,14,10,15,21019,25.000,12.857,10.000,24.500,21019,5,12,1,17
20572,192,323,426,130,,,,,,,,,,,20572,24,31,40,31,20572,,26.666,20.000,22.500,20572,,7,16,5
18798,374,613,706,575,,,,,,,,,,,18798,20,27,18,20,18798,,,15.937,10.000,18798,,,35,13
15781,359,219,308,146,15781,2,,,,,,,,,15781,25,21,23,21,15781,28.750,,25.416,27.500,15781,6,,29,28
21311,181,17,65,121,,,,,,,,,,,21311,17,3,12,17,21311,15.000,,12.142,,21311,6,,22,
11159,76,27,35,34,,,,,,11159,5,5,,,11159,17,3,0,11,11159,22.500,,16.000,,11159,7,,9,
25433,408,536,973,299,,,,,,,,,,,25433,26,17,24,13,25433,,0.000,11.666,,25433,,1,18,
20899,342,388,470,509,,,,,,,,,,,20899,14,10,11,17,20899,150.000,,10.000,,20899,2,,1,
8809,127,76,73,73,,,,,,,,,,,8809,24,21,24,18,8809,25.000,25.000,,,8809,1,2,,
25590,315,467,314,231,25590,2,,,,,,,,,25590,12,22,10,9,25590,21.000,25.000,27.500,18.636,25590,8,5,2,16
8088,,27,10,14,,,,,,,,,,,8088,35,29,22,29,8088,,26.666,,,8088,,4,,
16181,876,784,510,1087,16181,1,,,,16181,,,1,,16181,32,29,25,31,16181,,15.000,17.000,,16181,,20,11,
25923,,,140,187,,,,,,,,,,,25923,0,0,12,11,25923,,,10.000,,25923,,,2,
23590,560,784,514,337,23590,1,1,1,,23590,,2,,,23590,27,36,30,33,23590,,,10.000,,23590,,,1,
18101,195,140,191,336,18101,,,1,,,,,,,18101,18,10,16,16,18101,,,13.333,,18101,,,6,
18989,172,63,46,18,,,,,,,,,,,18989,22,27,25,28,18989,25.000,,,,18989,2,,,
6084,64,55,117,43,,,,,,,,,,,6084,20,15,6,9,6084,25.000,25.000,22.500,15.000,6084,2,3,34,3
7239,44,56,30,55,,,,,,,,,,,7239,24,18,22,24,7239,35.000,,10.000,,7239,4,,2,
24497,458,720,573,709,24497,1,,,,,,,,,24497,19,11,13,13,24497,10.000,21.000,,,24497,8,17,,
12824,246,163,140,117,12824,,,,1,12824,,,,1,12824,24,12,12,16,12824,8.333,,15.000,10.000,12824,5,,2,1
22916,64,78,123,50,22916,,,,1,,,,,,22916,42,46,46,33,22916,,25.000,,25.000,22916,,9,,4
8181,150,134,384,128,,,,,,,,,,,8181,23,20,17,22,8181,,,24.090,,8181,,,127,
26124,,,338,407,26124,,1,1,,,,,,,26124,,0,35,34,26124,,,,20.945,26124,,,,102
26370,,,,113,,,,,,,,,,,26370,,0,9,16,26370,,,,19.166,26370,,,,21
25374,30,8,12,40,,,,,,,,,,,25374,18,17,16,17,25374,5.000,,,19.333,25374,4,,,27
6340,106,90,48,80,,,,,,,,,,,6340,30,29,31,34,6340,,,,16.250,6340,,,,4
11472,74,98,178,134,,,,,,11472,5,8,12,4,11472,0,0,0,0,11472,10.000,,10.000,8.750,11472,8,,2,8
9475,146,186,201,395,9475,,,,1,,,,,,9475,16,17,19,22,9475,,,10.000,30.000,9475,,,4,2
12303,169,182,300,158,12303,1,2,1,,12303,5,1,,,12303,30,30,38,23,12303,29.000,28.125,10.000,31.666,12303,8,17,2,24
24796,158,555,778,1086,,,,,,24796,,,1,,24796,20,22,17,26,24796,,25.000,18.461,30.000,24796,,2,21,1
6509,104,111,221,119,,,,,,,,,,,6509,21,25,31,16,6509,,40.000,14.750,15.000,6509,,1,40,1
22272,117,29,24,102,,,,,,,,,,,22272,27,24,18,30,22272,25.000,,10.000,,22272,4,,1,
23465,281,260,190,233,23465,1,,1,,,,,,,23465,22,23,20,17,23465,,,23.250,30.000,23465,,,56,12
16589,915,557,1460,904,,,,,,16589,,7,1,,16589,42,28,38,37,16589,10.000,,18.636,,16589,1,,19,
12576,565,4,,,12576,8,,,,12576,1,,,,12576,33,0,0,,12576,25.000,,,,12576,1,,,
17879,200,242,314,294,17879,,,,1,,,,,,17879,25,25,35,32,17879,,,30.666,,17879,,,63,
18160,247,407,399,209,,,,,,18160,10,1,2,,18160,24,34,30,19,18160,25.000,25.000,25.416,,18160,4,7,25,
24162,25,45,83,35,24162,1,6,,,,,,,,24162,13,22,21,21,24162,,21.666,19.130,,24162,,7,79,
26167,,18,149,215,,,,,,,,,,,26167,,0,14,20,26167,,,19.000,,26167,,,12,
10012,131,77,148,152,,,,,,10012,,,2,11,10012,28,21,22,23,10012,25.000,20.000,28.125,,10012,2,1,40,
23850,270,317,98,71,,,,,,,,,,,23850,19,23,20,12,23850,12.500,25.000,,,23850,4,3,,
23438,468,736,769,541,,,,,,23438,,,1,,23438,12,21,20,21,23438,,22.083,22.857,0.000,23438,,19,20,3
21314,78,90,114,59,,,,,,,,,,,21314,21,26,32,11,21314,28.750,30.625,25.000,15.000,21314,10,23,33,6
23746,214,14,241,181,23746,1,,,,23746,1,,,,23746,24,0,29,30,23746,,,30.000,,23746,,,44,
23843,142,255,359,338,,,,,,,,,,,23843,23,24,25,24,23843,,,25.526,0.000,23843,,,53,1
20026,622,344,247,65,,,,,,,,,,,20026,42,34,29,11,20026,10.000,,13.333,,20026,1,,19,
20742,311,253,281,222,,,,,,,,,,,20742,13,17,22,9,20742,25.000,21.250,20.000,23.333,20742,4,5,5,6
6449,268,283,261,131,6449,,,1,,,,,,,6449,36,38,46,31,6449,18.000,25.000,18.888,22.500,6449,8,4,21,8
20568,110,98,208,331,,,,,,,,,,,20568,20,19,22,23,20568,,25.000,28.076,,20568,,6,47,
13944,381,332,213,199,13944,1,1,,,,,,,,13944,30,30,34,21,13944,16.250,25.000,32.500,17.500,13944,5,29,7,2
9425,72,103,146,108,,,,,,,,,,,9425,28,23,30,22,9425,,25.000,27.000,30.000,9425,,7,37,2
25064,43,13,46,,,,,,,,,,,,25064,7,11,3,4,25064,25.000,,15.000,,25064,3,,11,
16650,100,207,235,178,16650,,2,1,,16650,,2,3,2,16650,12,31,23,24,16650,,,17.222,0.000,16650,,,19,1
6644,574,439,749,227,6644,1,,,,,,,,,6644,29,25,28,23,6644,,,30.937,,6644,,,94,
25663,169,263,266,316,25663,1,,1,,,,,,,25663,22,39,36,39,25663,,21.363,20.000,,25663,,26,30,
16158,169,297,336,179,,,,,,,,,,,16158,28,29,30,27,16158,,21.250,30.500,,16158,,17,27,
15369,26,60,119,74,,,,,,,,,,,15369,24,23,22,18,15369,,,20.000,,15369,,,29,
16752,83,88,375,120,16752,,,1,,,,,,,16752,25,23,37,20,16752,,,29.333,,16752,,,41,
11516,110,100,120,74,11516,12,3,,,11516,11,,,,11516,36,31,31,23,11516,25.000,20.714,28.125,,11516,2,14,28,
25307,76,34,36,9,,,,,,,,,,,25307,27,25,19,20,25307,8.000,,,,25307,15,,,
11765,59,81,186,59,,,,,,,,,,,11765,10,19,34,21,11765,18.000,21.428,22.500,10.000,11765,6,14,10,1
14057,285,214,287,257,,,,,,14057,,,1,,14057,28,20,31,23,14057,30.000,,24.545,20.000,14057,5,,25,24
25468,36,128,93,45,,,,,,,,,,,25468,20,24,21,14,25468,0.000,26.666,,,25468,1,8,,
23685,357,106,381,315,,,,,,,,,,,23685,30,22,33,24,23685,,40.000,23.846,,23685,,1,22,
22500,69,62,98,59,,,,,,22500,,,1,,22500,30,16,28,30,22500,25.000,23.333,18.333,23.333,22500,5,6,13,8
22536,86,173,166,88,,,,,,,,,,,22536,15,19,17,11,22536,,26.666,,,22536,,5,,
7104,313,351,438,380,,,,,,,,,,,7104,27,32,32,31,7104,20.000,30.000,18.000,,7104,6,2,20,
