userid,logins_m_1,logins_m_2,logins_m_3,logins_m_4,touserid,kudos_t_m_1,kudos_t_m_2,kudos_t_m_3,kudos_t_m_4,fromuserid,kudos_f_m_1,kudos_f_m_2,kudos_f_m_3,kudos_f_m_4,userid_0,kpi_m_1,kpi_m_2,kpi_m_3,kpi_m_4,userid_1,lrn_m_1,lrn_m_2,lrn_m_3,lrn_m_4,userid_2,lrn_t_m_1,lrn_t_m_2,lrn_t_m_3,lrn_t_m_4
13102,94,136,286,221,,,,,,,,,,,13102,25,25,28,25,13102,25.000,,25.000,,13102,2,,50,
26017,,138,495,595,,,,,,,,,,,26017,0,9,14,18,26017,,0.000,13.333,,26017,,4,5,
22742,45,236,248,239,22742,,1,,,22742,,1,,,22742,26,33,36,33,22742,12.500,22.500,30.000,,22742,2,15,23,
15468,168,284,213,116,,,,,,,,,,,15468,22,24,20,21,15468,25.000,18.750,20.000,5.000,15468,5,6,6,12
22267,389,811,784,465,,,,,,,,,,,22267,24,31,32,25,22267,26.000,24.375,17.250,,22267,12,25,15,
7365,8,150,29,25,,,,,,,,,,,7365,0,20,8,8,7365,,12.500,,,7365,,4,,
24847,287,260,328,183,,,,,,,,,,,24847,14,13,19,11,24847,66.666,,10.000,30.000,24847,3,,1,1
9889,125,97,103,89,,,,,,,,,,,9889,29,18,27,24,9889,28.750,27.000,15.000,24.000,9889,12,21,8,14
19063,123,127,148,76,,,,,,,,,,,19063,32,30,26,17,19063,20.000,25.000,21.111,6.250,19063,8,3,15,7
24359,130,200,207,59,24359,,,1,,,,,,,24359,19,15,18,12,24359,,22.083,40.000,0.000,24359,,25,7,3
11330,175,309,252,351,11330,,,,1,,,,,,11330,13,14,15,25,11330,20.000,7.500,16.666,,11330,4,14,18,
16321,228,371,423,357,,,,,,,,,,,16321,32,33,39,31,16321,,15.000,25.000,,16321,,3,1,
11699,327,179,226,183,11699,,1,,,11699,5,2,2,1,11699,32,13,24,17,11699,25.000,22.500,,30.000,11699,2,3,,2
7045,162,87,134,57,,,,,,,,,,,7045,25,14,18,11,7045,,,15.000,,7045,,,8,
17887,813,759,804,592,,,,,,,,,,,17887,21,24,30,21,17887,150.000,,,,17887,2,,,
15814,450,428,773,496,,,,,,,,,,,15814,28,30,31,23,15814,,30.000,26.666,,15814,,2,28,
25863,,204,421,174,,,,,,,,,,,25863,,19,46,26,25863,,8.333,15.000,,25863,,10,4,
25172,29,82,327,76,,,,,,,,,,,25172,13,9,12,4,25172,,,10.000,,25172,,,1,
19833,248,119,243,294,,,,,,,,,,,19833,20,13,21,20,19833,18.333,40.000,,20.000,19833,13,30,,7
17860,417,371,457,125,,,,,,,,,,,17860,29,29,29,12,17860,,,21.250,,17860,,,14,
24209,96,110,98,63,24209,,1,,,,,,,,24209,15,17,20,23,24209,,20.000,,,24209,,1,,
6502,153,131,129,96,,,,,,,,,,,6502,28,33,31,31,6502,28.750,30.625,10.000,3.750,6502,7,27,5,8
16042,55,109,50,169,,,,,,,,,,,16042,18,15,14,18,16042,32.500,24.545,10.000,18.571,16042,2,14,1,40
6589,498,535,476,427,,,,,,,,,,,6589,23,30,18,27,6589,0.000,25.000,29.285,10.000,6589,3,9,25,7
17780,175,159,136,169,,,,,,17780,4,,,,17780,19,23,22,18,17780,18.750,27.875,10.000,14.166,17780,15,22,2,13
17174,236,231,242,125,,,,,,,,,,,17174,29,25,36,22,17174,,26.666,12.500,,17174,,31,44,
7617,58,63,99,33,,,,,,,,,,,7617,2,11,10,6,7617,25.000,,36.666,,7617,3,,7,
7605,113,236,112,90,,,,,,,,,,,7605,14,25,16,20,7605,,35.000,20.000,,7605,,6,6,
7354,114,54,298,88,7354,,,1,3,7354,,,7,7,7354,25,15,38,26,7354,,,30.357,,7354,,,37,
26478,,,139,160,26478,,,1,,,,,,,26478,,,14,12,26478,,,11.666,,26478,,,10,
24230,44,52,38,26,,,,,,,,,,,24230,21,20,12,11,24230,,,25.000,10.000,24230,,,17,3
26477,,,55,282,,,,,,,,,,,26477,,,5,15,26477,,,17.500,32.307,26477,,,5,84
11489,94,139,131,79,,,,,,,,,,,11489,38,33,37,30,11489,,,,17.500,11489,,,,3
26676,,,,55,,,,,,,,,,,26676,,,0,10,26676,,,,3.333,26676,,,,5
16852,465,738,397,569,,,,,,,,,,,16852,26,27,15,25,16852,,31.000,15.000,13.333,16852,,18,11,7
24708,84,208,200,202,,,,,,,,,,,24708,8,24,19,24,24708,,,,30.000,24708,,,,4
26448,,,1,23,,,,,,,,,,,26448,,,19,15,26448,,,,15.000,26448,,,,2
20235,87,136,34,29,,,,,,,,,,,20235,28,23,19,20,20235,,20.000,,13.750,20235,,37,,7
13815,394,342,417,265,13815,,2,2,2,13815,2,2,3,1,13815,17,20,24,19,13815,12.500,40.000,0.000,0.000,13815,3,3,1,6
17402,190,176,177,152,,,,,,,,,,,17402,32,33,26,31,17402,5.000,,29.166,,17402,2,,24,
15008,132,138,190,226,15008,,,,1,,,,,,15008,24,21,34,23,15008,21.428,30.000,3.333,8.750,15008,16,4,3,8
23271,219,197,138,166,23271,5,3,,1,23271,4,,,1,23271,28,25,10,21,23271,,21.250,,,23271,,8,,
23276,55,12,12,12,,,,,,,,,,,23276,15,7,8,8,23276,25.000,20.000,15.000,15.000,23276,7,3,5,10
7725,124,52,137,71,7725,,,1,,,,,,,7725,13,10,19,15,7725,20.000,22.500,,20.000,7725,12,3,,5
23874,354,416,457,507,23874,,,,1,23874,,,,1,23874,24,18,25,35,23874,25.000,30.000,15.000,20.000,23874,2,2,1,5
13005,99,354,196,282,13005,,1,,,,,,,,13005,14,22,17,22,13005,,,,25.000,13005,,,,2
25535,139,172,151,149,,,,,,,,,,,25535,4,12,17,12,25535,16.111,18.000,17.500,13.750,25535,29,4,5,29
19552,311,240,417,352,19552,,,1,,,,,,,19552,20,17,19,15,19552,25.000,40.000,21.250,10.000,19552,3,2,8,11
7269,97,94,152,109,,,,,,,,,,,7269,16,15,19,14,7269,,,10.000,0.000,7269,,,2,1
16293,62,41,329,337,16293,,,4,2,,,,,,16293,22,20,42,39,16293,,40.000,15.000,0.000,16293,,2,2,2
9806,418,578,473,,,,,,,,,,,,9806,26,38,34,5,9806,22.500,22.500,10.000,,9806,9,13,5,
26408,,,42,133,,,,,,,,,,,26408,,,0,5,26408,,,20.000,15.000,26408,,,16,14
11510,181,223,164,188,11510,3,9,2,1,11510,,4,,,11510,46,47,47,43,11510,25.000,19.000,17.500,20.000,11510,4,7,2,9
7917,222,467,586,380,,,,,,7917,,2,1,,7917,26,29,34,29,7917,16.111,23.750,10.000,,7917,16,4,1,
10087,186,192,213,59,10087,,1,,,,,,,,10087,31,40,31,9,10087,23.750,17.500,21.875,5.000,10087,9,5,27,6
11763,314,287,335,187,11763,1,,,,11763,,2,1,1,11763,22,15,12,12,11763,25.000,35.000,12.500,,11763,1,5,5,
16143,85,199,113,206,16143,,1,,,,,,,,16143,19,24,20,14,16143,5.000,,20.833,40.000,16143,1,,73,2
17939,42,74,74,76,,,,,,,,,,,17939,17,22,19,24,17939,,,10.000,,17939,,,1,
11898,109,130,71,78,,,,,,,,,,,11898,31,33,24,22,11898,40.000,20.714,10.000,21.666,11898,5,7,1,7
10132,133,88,140,109,,,,,,,,,,,10132,25,21,28,27,10132,,,5.000,,10132,,,2,
23602,406,455,676,281,23602,4,2,3,1,23602,,1,,,23602,18,18,28,14,23602,,,26.250,,23602,,,83,
9103,62,30,118,30,,,,,,,,,,,9103,27,17,23,18,9103,,,25.000,,9103,,,38,
24918,82,40,50,159,,,,,,24918,2,,,,24918,24,23,23,33,24918,,,10.000,,24918,,,2,
11816,59,95,200,73,,,,,,,,,,,11816,9,11,8,4,11816,,,26.666,,11816,,,50,
12974,204,281,320,345,,,,,,,,,,,12974,20,35,29,31,12974,,0.000,,7.500,12974,,2,,2
9587,286,214,221,259,,,,,,,,,,,9587,14,12,14,18,9587,,27.500,10.000,,9587,,5,1,
25025,55,85,51,51,25025,,1,5,,,,,,,25025,20,23,27,16,25025,21.666,22.500,10.000,,25025,8,7,1,
18075,196,248,257,109,,,,,,,,,,,18075,19,20,19,19,18075,,18.333,10.000,,18075,,5,1,
25818,,53,342,155,,,,,,,,,,,25818,0,15,30,12,25818,,10.000,4.166,7.500,25818,,2,18,6
10066,1682,1294,1711,1360,10066,,2,,,10066,,2,,,10066,44,39,37,33,10066,,,0.000,,10066,,,1,
22588,,28,458,33,,,,,,,,,,,22588,0,10,18,0,22588,,,14.000,,22588,,,11,
13273,87,33,82,73,,,,,,,,,,,13273,18,21,32,23,13273,21.875,27.500,26.000,18.000,13273,13,18,9,26
21398,256,187,205,125,21398,,,1,,,,,,,21398,34,28,30,23,21398,,0.000,26.153,,21398,,1,19,
24894,553,495,436,286,24894,1,3,,1,,,,,,24894,23,26,25,26,24894,30.416,,0.000,,24894,73,,5,
16659,167,159,263,108,16659,,,2,,,,,,,16659,41,41,47,42,16659,16.666,,28.750,10.000,16659,3,,23,1
22448,1250,826,997,483,,,,,,22448,2,,1,,22448,36,33,35,8,22448,28.750,34.000,25.000,13.333,22448,6,11,44,12
22149,1155,762,624,727,22149,,,1,,,,,,,22149,36,30,21,31,22149,16.428,25.000,13.333,10.000,22149,11,3,5,3
25695,57,365,1462,216,,,,,,,,,,,25695,13,20,29,5,25695,0.000,15.000,11.764,,25695,2,3,22,
8979,289,177,410,340,,,,,,8979,,,,1,8979,18,7,28,17,8979,25.000,,27.187,,8979,1,,41,
6674,144,292,294,156,6674,,2,,,,,,,,6674,26,27,26,10,6674,,,24.736,,6674,,,43,
23906,47,35,40,23,23906,1,,,,,,,,,23906,23,20,27,18,23906,,,35.714,,23906,,,78,
6280,5,5,135,26,,,,,,,,,,,6280,32,34,47,35,6280,,,26.562,,6280,,,48,
11351,122,45,80,49,,,,,,,,,,,11351,26,15,21,20,11351,25.000,,30.000,,11351,6,,13,
20721,213,106,157,114,,,,,,20721,,,2,,20721,18,21,22,19,20721,28.750,25.000,25.000,30.000,20721,7,6,10,16
15092,183,179,241,182,15092,1,1,,,15092,,,,2,15092,32,24,29,28,15092,25.000,23.000,28.000,10.000,15092,1,10,83,1
13103,76,105,180,87,,,,,,,,,,,13103,14,12,22,21,13103,,25.000,26.153,,13103,,2,109,
19972,323,297,498,288,,,,,,,,,,,19972,30,24,31,27,19972,,12.500,30.937,20.000,19972,,6,119,5
21435,323,52,47,176,,,,,,,,,,,21435,37,18,14,42,21435,30.555,20.000,20.000,24.545,21435,63,2,12,45
25881,,225,306,139,,,,,,,,,,,25881,0,33,33,29,25881,,25.000,,,25881,,6,,
19130,244,253,292,156,19130,2,1,1,,19130,1,,1,,19130,30,28,28,25,19130,,30.000,28.000,,19130,,1,48,
24807,128,52,346,262,,,,,,,,,,,24807,15,10,31,29,24807,,,18.333,,24807,,,23,
22159,69,18,,,,,,,,,,,,,22159,7,6,0,,22159,19.285,,,,22159,13,,,
22033,683,389,258,555,22033,1,,,1,,,,,,22033,33,26,26,40,22033,21.666,17.500,16.666,20.000,22033,25,9,7,15
23358,132,131,240,111,23358,4,1,4,,,,,,,23358,43,43,36,36,23358,,30.000,26.111,30.000,23358,,1,88,1
25209,76,23,328,148,25209,,,1,,,,,,,25209,20,16,27,21,25209,,,26.190,,25209,,,100,
22782,114,220,90,150,22782,,1,,,,,,,,22782,12,12,11,15,22782,,26.428,0.000,,22782,,49,1,
12079,537,512,355,108,12079,,3,1,,12079,2,1,2,,12079,35,40,32,27,12079,10.714,0.000,,0.000,12079,10,1,,3
6809,197,255,620,314,6809,,,2,,6809,,,2,,6809,16,23,26,25,6809,,30.000,19.166,,6809,,13,31,
17714,131,140,302,58,,,,,,,,,,,17714,31,30,29,12,17714,,,20.714,,17714,,,23,
11881,12,13,5,50,,,,,,,,,,,11881,25,33,25,15,11881,,20.000,26.666,,11881,,17,42,
18993,57,100,150,18,,,,,,,,,,,18993,19,17,19,10,18993,,,17.000,,18993,,,21,
10150,105,152,81,158,,,,,,10150,10,20,15,10,10150,4,7,4,16,10150,25.000,18.333,,21.000,10150,3,9,,38
25653,,63,64,101,,,,,,,,,,,25653,0,21,19,20,25653,,8.333,8.000,,25653,,4,8,
24824,261,186,53,29,,,,,,,,,,,24824,7,5,17,12,24824,8.000,,20.000,0.000,24824,7,,40,1
22154,366,162,208,174,,,,,,,,,,,22154,19,14,22,18,22154,25.000,22.500,26.000,20.000,22154,3,3,24,3
9160,184,111,174,19,,,,,,,,,,,9160,19,23,27,1,9160,17.500,30.000,12.500,10.000,9160,15,2,7,1
11184,195,,,,,,,,,,,,,,11184,25,0,0,0,11184,14.166,,,,11184,25,,,
23598,473,192,423,212,23598,,,1,,,,,,,23598,28,21,36,27,23598,16.250,,18.947,,23598,7,,32,
22036,139,144,215,96,22036,,,2,,22036,,1,4,,22036,17,17,22,4,22036,25.000,21.250,10.000,15.000,22036,4,13,4,1
6800,713,557,1027,523,6800,1,,,,,,,,,6800,20,23,30,18,6800,23.000,28.750,5.000,,6800,7,26,6,
12911,232,358,777,412,12911,,,1,,,,,,,12911,22,29,38,27,12911,12.500,,31.428,20.714,12911,3,,67,25
20223,612,682,549,602,20223,2,,2,2,,,,,,20223,26,35,20,31,20223,,,24.473,,20223,,,69,
23976,421,415,241,216,,,,,,,,,,,23976,22,22,20,12,23976,28.750,29.285,2.500,6.250,23976,9,14,12,7
20957,262,45,40,62,,,,,,,,,,,20957,25,13,17,16,20957,29.000,,29.500,,20957,63,,50,
15903,331,273,219,396,,,,,,,,,,,15903,32,30,35,36,15903,22.500,26.250,14.000,13.333,15903,6,8,11,10
25288,209,440,214,649,,,,,,,,,,,25288,26,32,22,34,25288,25.000,21.538,,30.000,25288,1,22,,32
21495,357,293,441,362,,,,,,,,,,,21495,21,27,24,29,21495,,30.000,21.923,0.000,21495,,3,43,1
8565,43,44,34,12,,,,,,,,,,,8565,28,23,23,21,8565,,26.666,,,8565,,4,,
20550,185,37,118,88,20550,2,,1,1,,,,,,20550,43,20,25,33,20550,,,23.888,,20550,,,47,
9235,197,142,225,62,,,,,,,,,,,9235,29,29,23,21,9235,,23.333,27.272,15.000,9235,,7,27,3
7669,184,147,156,63,7669,,,1,,,,,,,7669,41,38,37,32,7669,28.750,34.000,27.500,,7669,7,7,10,
23298,80,107,133,97,,,,,,,,,,,23298,28,28,36,29,23298,,,19.285,,23298,,,35,
18154,263,406,301,255,,,,,,18154,,1,,,18154,22,25,23,14,18154,15.000,25.000,28.181,,18154,2,3,29,
22953,87,95,33,,,,,,,,,,,,22953,22,19,9,0,22953,25.000,22.500,20.000,,22953,1,3,6,
13166,30,,,,,,,,,,,,,,13166,6,0,0,,13166,12.500,,,,13166,5,,,
8639,562,603,771,311,8639,4,3,2,,8639,10,5,12,1,8639,25,47,36,11,8639,,26.250,31.363,,8639,,7,17,
25386,,107,315,248,,,,,,,,,,,25386,,18,16,18,25386,,25.000,6.666,,25386,,10,5,
26323,,,152,426,,,,,,,,,,,26323,,0,13,22,26323,,,20.625,25.454,26323,,,16,77
14482,416,300,255,214,,,,,,,,,,,14482,26,19,21,20,14482,25.000,25.000,15.833,25.000,14482,3,3,21,3
21145,294,420,291,322,,,,,,,,,,,21145,22,27,31,30,21145,26.000,20.000,23.000,32.222,21145,11,18,25,44
19636,7,32,63,28,19636,,,1,,,,,,,19636,8,11,30,18,19636,,23.125,26.000,0.000,19636,,20,33,2
20276,78,222,97,31,20276,,1,,,,,,,,20276,20,29,23,18,20276,18.750,28.333,10.000,,20276,7,37,1,
21612,111,218,141,188,21612,,,,1,,,,,,21612,24,26,26,29,21612,12.500,28.181,10.000,26.666,21612,3,12,2,3
24183,129,190,175,96,,,,,,,,,,,24183,18,24,21,17,24183,22.500,30.000,17.363,,24183,9,3,25,
16713,300,281,210,255,16713,5,2,1,2,16713,5,3,,,16713,18,13,12,17,16713,28.750,29.285,28.000,21.250,16713,6,12,17,8
20070,62,146,75,80,,,,,,,,,,,20070,12,23,17,20,20070,25.000,24.375,18.000,,20070,4,12,8,
17254,50,154,223,171,,,,,,,,,,,17254,13,24,28,37,17254,,,23.750,,17254,,,38,
20057,17,31,65,35,,,,,,,,,,,20057,26,17,20,23,20057,,30.000,20.000,,20057,,1,17,
21147,72,111,68,48,,,,,,,,,,,21147,18,19,15,20,21147,,26.250,17.500,30.000,21147,,9,6,2
25106,180,141,,,,,,,,,,,,,25106,16,12,0,0,25106,25.000,,,,25106,4,,,
23604,78,136,176,89,,,,,,,,,,,23604,13,21,24,10,23604,,,25.000,,23604,,,1,
20668,190,228,244,294,,,,,,,,,,,20668,14,17,14,20,20668,,,10.000,30.000,20668,,,2,2
7480,83,105,139,81,,,,,,,,,,,7480,27,36,28,28,7480,,35.000,20.000,15.000,7480,,16,8,5
26817,,,9,217,,,,,,,,,,,26817,,,0,17,26817,,,0.000,,26817,,,1,
21998,289,220,365,218,21998,,,1,,,,,,,21998,48,37,42,39,21998,18.000,17.000,25.000,15.000,21998,9,10,24,2
19721,373,192,169,113,,,,,,,,,,,19721,35,26,19,20,19721,37.000,13.750,10.000,10.000,19721,11,14,2,1
23296,277,692,307,48,,,,,,,,,,,23296,12,18,10,3,23296,150.000,6.500,0.000,,23296,1,12,1,
6802,44,57,136,30,6802,1,3,,,,,,,,6802,18,21,20,14,6802,,,22.000,,6802,,,32,
18303,77,48,74,108,,,,,,,,,,,18303,25,26,34,34,18303,12.500,,,0.000,18303,2,,,3
26504,,,,292,,,,,,,,,,,26504,,,0,30,26504,,,,0.000,26504,,,,3
19417,166,208,321,288,,,,,,,,,,,19417,14,30,43,28,19417,16.666,,28.846,27.500,19417,6,,47,17
15532,55,70,79,110,15532,1,,1,,,,,,,15532,18,10,17,11,15532,,24.285,,17.000,15532,,19,,16
25908,,39,74,91,,,,,,25908,,,2,,25908,0,12,13,8,25908,,,10.000,16.428,25908,,,9,15
21716,154,142,185,189,21716,2,,,,,,,,,21716,43,36,47,36,21716,28.750,28.333,23.571,13.750,21716,6,9,32,39
6295,420,282,631,483,,,,,,6295,2,,,,6295,28,20,36,23,6295,25.000,16.666,13.750,24.000,6295,5,7,6,43
25184,123,74,63,25,,,,,,,,,,,25184,14,5,22,2,25184,20.000,30.000,,,25184,3,2,,
25017,40,58,26,24,,,,,,,,,,,25017,16,16,16,17,25017,25.000,30.000,,,25017,2,2,,
19250,73,72,65,,,,,,,,,,,,19250,17,18,18,0,19250,25.000,,22.500,,19250,1,,4,
21109,77,,,,,,,,,,,,,,21109,8,0,0,,21109,25.000,,,,21109,2,,,
25754,16,279,322,433,25754,,,1,,,,,,,25754,0,26,23,23,25754,,20.000,13.333,,25754,,4,6,
23428,38,25,14,7,,,,,,,,,,,23428,2,5,4,3,23428,,25.000,20.000,10.000,23428,,2,3,2
12688,120,194,156,130,12688,2,2,3,4,12688,13,15,13,18,12688,23,27,27,27,12688,25.000,30.000,8.750,15.000,12688,2,2,5,1
9333,105,88,44,50,9333,2,,,,,,,,,9333,23,24,23,26,9333,10.000,,,,9333,5,,,
19725,507,295,400,343,,,,,,,,,,,19725,22,20,19,18,19725,,,18.333,,19725,,,7,
23210,347,335,367,231,,,,,,,,,,,23210,46,42,45,29,23210,,40.000,,,23210,,3,,
5900,148,65,111,86,5900,1,2,1,,,,,,,5900,18,5,19,8,5900,0.000,,,,5900,4,,,
24832,160,158,196,81,,,,,,,,,,,24832,14,24,19,15,24832,25.000,,31.818,,24832,4,,62,
21956,115,170,162,90,,,,,,,,,,,21956,16,20,24,16,21956,25.000,22.500,0.000,,21956,4,4,3,
24235,203,114,102,67,,,,,,,,,,,24235,26,26,25,26,24235,,0.000,22.666,,24235,,1,33,
22913,250,237,84,,,,,,,,,,,,22913,9,5,0,0,22913,21.000,,19.000,,22913,6,,5,
20208,103,74,88,31,,,,,,,,,,,20208,15,15,11,2,20208,28.750,32.500,21.875,28.571,20208,7,4,28,26
7265,121,118,155,176,,,,,,7265,,1,,,7265,21,33,31,31,7265,16.666,,10.000,14.000,7265,5,,1,17
21818,78,98,126,97,,,,,,,,,,,21818,30,24,29,36,21818,,,10.000,,21818,,,1,
11188,150,128,101,103,,,,,,,,,,,11188,5,4,14,5,11188,28.750,25.000,10.000,30.000,11188,6,4,2,3
22878,47,88,175,43,,,,,,22878,,1,1,,22878,14,19,22,20,22878,25.000,16.250,,,22878,3,7,,
21365,694,632,724,796,,,,,,,,,,,21365,28,28,20,22,21365,26.666,30.000,26.666,29.285,21365,6,4,7,20
25475,263,316,351,281,,,,,,,,,,,25475,13,26,24,25,25475,20.714,,0.000,11.000,25475,15,,5,19
22846,588,524,741,505,,,,,,22846,,,3,2,22846,35,32,36,29,22846,25.000,0.000,10.000,,22846,2,1,3,
11337,320,346,263,312,11337,,2,1,,,,,,,11337,26,29,18,25,11337,,0.000,40.000,0.000,11337,,3,2,2
23927,55,73,50,76,23927,,1,,,,,,,,23927,9,19,14,23,23927,,20.000,11.666,,23927,,5,5,
15844,139,86,163,153,,,,,,,,,,,15844,22,13,14,13,15844,25.000,,30.000,0.000,15844,1,,42,1
24626,46,45,158,122,,,,,,,,,,,24626,16,28,27,39,24626,,20.000,15.000,0.000,24626,,3,10,1
13542,110,88,79,205,13542,,2,,,13542,5,,,,13542,22,19,7,27,13542,,,10.000,,13542,,,1,
24386,13,5,54,60,,,,,,,,,,,24386,4,0,14,14,24386,,,10.000,21.250,24386,,,2,9
21190,657,156,174,205,,,,,,,,,,,21190,51,37,24,28,21190,,,20.937,,21190,,,69,
17046,34,67,69,56,,,,,,,,,,,17046,29,19,39,25,17046,,20.000,10.000,20.000,17046,,32,2,12
21331,270,187,192,91,,,,,,,,,,,21331,37,31,24,29,21331,,,32.500,,21331,,,42,
6700,286,272,418,335,6700,,1,,,6700,2,3,2,1,6700,22,23,31,32,6700,,,20.434,25.000,6700,,,48,2
21976,71,49,155,18,,,,,,,,,,,21976,26,14,30,2,21976,,,24.615,,21976,,,41,
7380,514,198,303,438,,,,,,,,,,,7380,30,18,28,21,7380,13.333,25.000,5.000,,7380,5,3,2,
25804,,41,49,43,25804,,1,,,,,,,,25804,8,11,7,3,25804,,27.500,10.000,,25804,,6,1,
19864,18,13,64,27,19864,,1,,,,,,,,19864,20,18,24,13,19864,20.000,0.000,19.375,16.666,19864,5,1,71,6
7621,318,341,260,202,7621,,,,1,7621,2,3,,,7621,23,30,29,26,7621,28.750,20.909,25.000,22.000,7621,11,32,11,13
11385,144,120,112,135,,,,,,,,,,,11385,33,26,29,29,11385,,31.666,,,11385,,49,,
14717,331,308,1054,1026,14717,,,2,1,14717,5,,4,5,14717,20,11,18,19,14717,22.500,29.285,28.000,21.250,14717,6,9,10,6
17409,247,110,205,899,,,,,,,,,,,17409,16,13,18,33,17409,25.000,,29.333,,17409,1,,39,
16027,196,373,405,345,,,,,,,,,,,16027,22,31,29,26,16027,25.000,34.000,,19.615,16027,15,11,,52
9037,145,78,100,204,,,,,,9037,4,,,,9037,22,15,21,22,9037,21.428,25.000,,26.923,9037,10,5,,35
17118,52,57,93,79,,,,,,,,,,,17118,18,20,19,20,17118,5.000,,,30.000,17118,9,,,1
8500,211,126,276,146,8500,,,,1,,,,,,8500,16,15,22,14,8500,0.000,30.000,28.000,10.000,8500,8,1,73,1
25191,561,457,422,381,25191,,2,,,25191,1,,1,,25191,16,31,16,15,25191,28.461,30.000,,10.000,25191,27,2,,2
18278,166,292,276,242,,,,,,,,,,,18278,36,42,23,30,18278,,29.166,21.250,,18278,,31,13,
6845,303,315,404,238,,,,,,,,,,,6845,29,29,34,36,6845,,,35.714,10.000,6845,,,24,1
19151,71,50,39,23,,,,,,,,,,,19151,14,23,19,4,19151,,,29.375,,19151,,,59,
21597,154,123,263,150,,,,,,,,,,,21597,30,35,37,22,21597,25.000,,27.500,,21597,2,,67,
25771,,661,895,1005,25771,,1,1,,25771,,,1,,25771,0,25,23,26,25771,,16.666,16.764,,25771,,6,46,
23107,251,274,316,194,,,,,,,,,,,23107,20,27,28,24,23107,25.000,22.000,35.000,,23107,6,8,12,
6380,259,91,183,79,,,,,,,,,,,6380,29,22,34,28,6380,12.500,,24.545,,6380,2,,44,
25280,211,346,305,68,25280,2,3,1,,25280,4,1,3,,25280,16,21,23,6,25280,,,21.388,,25280,,,53,
18408,92,148,83,84,18408,,1,,,,,,,,18408,26,25,20,21,18408,25.000,32.857,16.250,11.000,18408,9,17,10,14
25027,155,293,258,178,,,,,,,,,,,25027,5,22,22,21,25027,,27.500,20.333,,25027,,3,44,
19437,172,96,123,62,,,,,,,,,,,19437,23,21,21,17,19437,,,20.500,,19437,,,19,
7915,87,126,599,505,7915,1,,2,,,,,,,7915,10,14,36,25,7915,,,24.285,0.000,7915,,,45,1
6999,301,313,242,291,,,,,,,,,,,6999,35,33,25,27,6999,25.833,24.285,40.000,17.083,6999,21,28,2,60
25161,385,273,228,152,25161,,1,,,,,,,,25161,37,31,24,26,25161,25.000,30.000,21.000,,25161,2,1,10,
25355,20,7,34,33,,,,,,,,,,,25355,10,9,7,12,25355,,,17.500,,25355,,,8,
11485,164,92,208,279,11485,4,1,,,,,,,,11485,31,19,25,30,11485,25.000,,27.058,,11485,1,,50,
23121,740,403,563,450,,,,,,,,,,,23121,25,17,24,24,23121,,,16.666,8.333,23121,,,56,3
8872,38,83,155,40,8872,,1,1,1,8872,,1,,,8872,29,33,33,27,8872,25.000,26.428,12.083,0.000,8872,2,13,35,1
14156,67,93,130,36,14156,1,,,,,,,,,14156,20,23,24,15,14156,25.000,15.000,9.375,,14156,5,5,26,
20826,239,277,455,282,,,,,,20826,2,,,,20826,33,35,34,30,20826,,27.500,27.000,23.333,20826,,4,24,7
25180,819,795,794,1003,25180,6,2,2,1,,,,,,25180,33,41,39,46,25180,25.000,30.000,22.500,0.000,25180,2,3,51,1
26107,,20,198,,,,,,,,,,,,26107,,12,9,,26107,,22.500,25.000,,26107,,12,4,
23369,82,79,149,24,,,,,,23369,1,,,,23369,43,37,28,22,23369,,,20.333,,23369,,,60,
23890,436,,,,,,,,,,,,,,23890,25,0,0,,23890,25.000,,,,23890,3,,,
21633,95,318,330,190,,,,,,,,,,,21633,20,34,23,20,21633,,,21.190,,21633,,,74,
21366,137,123,243,210,21366,1,,,,,,,,,21366,42,33,52,46,21366,19.285,21.250,5.000,28.333,21366,12,14,3,17
25815,36,148,,,,,,,,,,,,,25815,0,18,0,0,25815,0.000,18.888,,,25815,1,19,,
13198,67,257,204,64,,,,,,,,,,,13198,17,34,26,27,13198,,,18.269,,13198,,,73,
9860,183,256,427,141,9860,,2,1,,9860,,2,,,9860,22,24,22,16,9860,,,23.684,20.000,9860,,,29,4
26176,,,263,1034,,,,,,26176,,,,1,26176,,0,9,22,26176,,,0.000,,26176,,,1,
24281,425,221,255,98,24281,4,3,,,24281,7,6,1,,24281,35,36,20,27,24281,,,17.857,,24281,,,57,
19586,387,286,328,289,,,,,,,,,,,19586,29,22,25,26,19586,,,28.055,,19586,,,100,
12153,114,31,116,97,,,,,,12153,3,,,,12153,22,17,16,20,12153,,,23.750,,12153,,,54,
17808,85,198,98,5,17808,,1,,,,,,,,17808,18,25,22,1,17808,,,10.000,,17808,,,2,
23082,89,110,378,282,,,,,,,,,,,23082,8,14,23,23,23082,,,15.769,,23082,,,31,
6221,13,24,44,51,,,,,,,,,,,6221,28,16,36,19,6221,,,36.363,20.000,6221,,,43,3
6231,22,8,148,37,,,,,,,,,,,6231,17,14,21,25,6231,,,29.375,,6231,,,108,
23923,357,174,495,483,23923,2,,,3,23923,,,,3,23923,17,8,18,27,23923,,,18.076,0.000,23923,,,25,1
20321,70,73,168,110,20321,,,1,,,,,,,20321,9,10,25,9,20321,,,28.437,,20321,,,38,
14393,283,418,432,325,14393,,,1,,,,,,,14393,20,25,19,23,14393,,,21.052,,14393,,,30,
